English,Tulu
Vijay is behaving rudely,ವಿಜಯೆ ಅಸಭ್ಯವಾದ ವರ್ತನೆ ಮಲ್ತೊಂದುಲ್ಲೆ
"God knows who you are, God knows who you are.",ಅಯಿನ್ ತೂದು ತೆರಿನ ದೇವೆರ್ ಯೆರ್ ಈ ದೈವ
We may think of it as a festival of keeping in touch,ಉಂದೆನು ಸಂಬಂಧ ಒರಿಪಾವುನ ಪರ್ಬ ಇಂದುದು ನಮ ಎಣ್ಣೊಲಿ
"But there used to be a pit on the hill, where the cart was also thrown into the soil.",ಅಂಡ ಗುಡ್ಡೆಡ್ ಉಡ್ಕಿರಿ ಇಪ್ಪೆದುಂಡು ಅಲ್ಲ್ ಕೊನದುಲಾ ಮಣ್ಣುಡು ಪಾಡೆದೆರುಗೆ
There are some people who stand ready when the Divine comes and stands in the Divine realm.,ದೈವೆಚ್ಚಿಡು ದೈವ ಬತ್ತುದ್ ಉಂತುನಗ ಕೆಲವೊಂಜಿ ಜನ ಸೂಕೆ ಪತ್ತಿನಕ್ಲ್ ತಯಾರಾದ್ ಉಂತುದಿಪ್ಪುವೆರ್
"Knowing that he was the one who was, they lived to please him.",ಉಪ್ಪುನಾಯೆಲಾ ಅಯೆನೇಂದ್ ತೆರಿದ್ ಆಯಗ್ ಪೊರ್ಲಾಪಿಲೆಕ್ಕೊ ಬದ್ಕಿಯೆರಕುಲು
Prasanna is dancing,ಪ್ರಸನ್ನೆ ನಲಿತೊಂದುಲ್ಲೆ
Mahesh is the rain god.,ಮಹೇಶೆ ಬರ್ಸದ ದೇವತೆ
We ourselves forgot what our elders had said and removed the creation of Brahma.,ಬೆರ್ಮೆರೆ ಸೃಷ್ಟಿನ್ ನಮನೆ ನಮ್ಮ ಪೆರಿಯಾಕ್ಲು ಪಂಡಿ ಪಾತೆರನ್ ಮದತುದ್ ದೆತ್ತ್ ದಕ್ಕಿಯ
These are all the steps that need to be done at home,ಉಂದ್ ಪೂರಾ ಇಲ್ಲಡ್ ನಡಪೊಡಾಯಿನ ಕ್ರಮೊಕುಲ್
Aurobindo writes homework,ಅರವಿಂದೆ ಇಲ್ಲದಕೆಲಸೊನು ಬರೆಪೆ
Shiva is whining like crazy.,ಶಿವೆ ಮರ್ಲನಂಚ ಬೊಬ್ಬೆ ಪಾಡೊಂದುಲ್ಲೆ
I don't remember having children.,ಪುಟ್ಟದ್ ಪಾಡಿನ ಜೊಕ್ಲೆನ ನೆಂಪುಲಾ ಇಜ್ಜಿ
The king releases the arrow,ರಾಜೆ ಬಾಣ ಬುಡ್ಪೆ
The scientific purpose of family medicine is the worship of our elders to save nature from such things.,ಇಂಚಿನ ಇಸಯೊಲೆರ್ದ್ ಪ್ರಕೃತಿ ಒರಿಪಾಯರೆ ನಮ್ಮ ಪೆರಿಯಕುಲು ಮಲ್ದಿ ಆರಾಧನೆದ ಕೌಟುಂಬಿಕ ವೈದ್ಯಾಕೀಯ ವೈಜ್ಞಾನಿಕ ಉದ್ದೇಸೊ
This is how it starts,ಅಂಚಗೆ ಇಂಚಗೆ ಸುರುವಾಪುಂಡು
Sculpting Bahubali in Venur,ವೇಣೂರುಡು ಬಾಹುಬಲಿ ಕೆತ್ತವೊಂದುಲ್ಲೆರ್
It is still celebrated in some houses in Tulunadu,ತುಲುನಾಡ್ದ ಕೆಲವೊಂಜಿ ಇಲ್ಲಲೆಡ್ ಇತ್ತೆಲಾ ಈ ಆಚರಣೆ ನಡತೊಂದು ಬರೊಂದುಂಡು
"Dr. Krishna, Nodal Officer, Medical Officer, Mulky Government Hospital, said that since January 18, 3,750 people have been vaccinated.","ಮುಲ್ಕಿ ಸರಕಾರಿ ಆಸ್ಪತ್ರೆದ ವೈದ್ಯಾಧಿಕಾರಿ, ನೋಡಲ್ ಆಫೀಸರ್ ಡಾ.ಕೃಷ್ಣ ಪಾತೆರ್ದ್, ಜ.18 ರ್ದ್ 3750 ಜನೊಕ್ಲೆಗ್ ವ್ಯಾಕ್ಸಿನ್ ಕೊರ್ತುಂಡು."
Vinayaka is very beautiful.,ವಿನಾಯಕೆ ಮಸ್ತ್ ಪೊರ್ಲು ಉಲ್ಲೆ
Pratik is making tea with milk,ಪ್ರತೀಕೆ ಪೇರ್‍ಡ್ ಚಾ ಮಲ್ತೊಂದುಲ್ಲೆ
The symbol is watching,ಪ್ರತೀಕೆ ತೂವೊಂದುಲ್ಲೆ
Anand is playing,ಆನಂದೆ ಪನೊಂದುಲ್ಲೆ
I am from Tulu country.,ಯಾನ್ ತುಳುನಾಡ್ದದಾಯೆ
Ashad's meal was also a snack,ಆಟಿದ ಉನಸ್ ತಿನಸ್ಀಡೇ ಮರ್ದ್ಀಲಾ ಇತ್ತ್ಀಂಡ್
Put the light of truth in the tiger's head,ಪಿಲಿತ ತರೆಟ್ ಸತ್ಯದ ತುಡರ್ ದೀಯರ್
He had the support of his wife.,ಅಯಿಕ್‌ ಬುಡೆದಿನ ಬೆರಿಸಾಯೊನುಲಾ ಪಡೆಯೊಂಡೆರ್‌
Mohan wants,ಮೋಹನೆ  ಬಯಕೊಂದುಲ್ಲೆ
Akulu is wearing a dirty dress,ಅಕುಲೆ ಕುರೆಯಾತಿನ ಕುಂಟು ಪಾಡ್ದೆ
anish listens,ಅನೀಶೆ  ಕೇನುವೆ
Shiva has forgotten the way,ಶಿವೆ ಸಾದಿನ್ ಮದತ್‍ದೆ
Then the soil becomes soft at the base.,ಅಪಗ ಮಣ್ಣು ಅಡಿಮೇಲಾದು ಮೆದು ಅಪುಣು
Narayan is travelling to Bangalore,ನಾರಾಯಣೆ ಬೆಂಗಳೂರುಗು ಪ್ರಯಾಣ ಮಲ್ತೊಂದುಲ್ಲೆ
We went into a huddle.,ಎಂಕುಲು ಕಂಗೆಟ್ದ್ ಕಂಗಾಲ್ ಆದ್ ಪೋತ ಜುಮಾದಿ
Advika was very poor,ಅದ್ವಿಕೆ ಮಸ್ತ್ ಬಡವೆಯಾದಿತ್ತೆ
Jumadi Banta Devas at a time when there is no god here,ತೆಂಕಾಯಿ ರಾಜ್ಯೊಡ್ ಜುಮಾದಿ ದೈವೊದ ಮೂಲ ಬೈಲ ಬೂಡು
"At that time, it was customary to spend time playing well.",ಆ ಪೊರ್ತುಡು ಚೆನ್ನೆ ಗೊಬ್ಬೊಂದು ಕಾಲ ಕಳೆಪಾವುನ ಕ್ರಮೊ ಇತ್ತ್ಂಡ್
Vishwanath mispronounces,ವಿಶ್ವನಾಥೆ ತಪ್ಪು ಉಚ್ಚಾರ ಮಲ್ಪುವೆ
Vishwas is drawing the picture,ವಿಶ್ವಾಸೆ ಚಿತ್ರ ಬುಡ್ಪವೊಂದುಲ್ಲೆ
The moon is using,ಚಂದ್ರೆ  ಗಳಸೊಂದುಲ್ಲೆ
Dileep is a good captain.,ದಿಲೀಪೆ ಎಡ್ಡೆ ಸಾರಥಿಯಾತೆ
"If the government also recognises Tulu as the official language of Karnataka, then Tulu will have more potential for growth (development).",ಸರಕಾರೊಲಾ ತುಳುನು ಕರ್ನಾಟಕೊದ ಅದಿಕೃತ ಬಾಸೆಂದ್ ಗುರುತಿಸಂಡ ತುಳುತ ಬುಲೆಚಿಲ್‍ಗ್ ನಾನಾತ್ ಸಾಮರ್ತ್ಯೊ ಬರ್ಪುಂಡು.
Sureshan is holding on,ಸುರೇಶೆ ಪತೊಂದೆನೆ
say kilometers now for the previous mile,ದುಂಬುದ ಮೈಲುಗ್ ಇತ್ತೆ ಕಿಲೋಮೀಟರ್ ಪನ್ಪೆರ್
The market has been completely shut down.,ಈ ನೆಲೆಟ್ಟ್ ಮಾರ್ಕೆಟ್ ಅನ್ನು ಸಂಪೂರ್ಣ ಬಂದ್ ಮಲ್ದೆರ್ .
Uday Dharmasthala,ಉದಯ ಧರ್ಮಸ್ಥಳ
"Here all the people of the town, ten and a half elders, young and old, gather together.",ಮುಲ್ಪ ಊರು ಕೇರಿದ ಪತ್ತ್ ನಲ್ಪ ಪಿರಿಯಕುಲ್ ಜವನೆರ್ ಜನಮಂದೆಲು ಮಾತ ಒಟ್ಟಾಪೆರ್
"So whatever he did, what sound came out of his tongue.",ಅಂಚದ್ ಆಯೆ ಯೆಂಚಿನ ಮಲ್ತೆಂಡಲಾ ಆಯನ ನಾಲಿಗೆಡ್ ದಾದ ಶಬ್ದ ಬರ್ಪುಂಡ
Pregnant women should go out with the feet of all the elderly.,ಬಂಜಿನಾಲ್ ಪೂರಾ ಹಿರಿಯಕ್ಲೆನ ಕಾರ್ ಪತ್ತುದ್ ಪಿದಾಡೊಡ್
Advika pronounces,ಅದ್ವಿಕೆ ಉಚ್ಚಾರ-ಮಲ್ಪುವೆ
Let's find out why this practice is necessary.,ಅಡೆಗ್ ತಡ್ಯೆದ ಸಿಂಗಾರ ಮುಗಿಪುಂಡು
"Cleverness is spoken in the shobhan, and this also happens in that act.",ಶೊಭಾನೆಡ್ ಬುದ್ದಿ ಪಾತೆರ ಪನ್ಪೆರ ಉಂದುಲಾ ಆ ಒರುಟೆ ನಡಪುಂಡ್
Everyone should pray and keep its water around the neighborhood.,ಪಿರಾತನೆ ಮಲ್ತುದ್ ಅಯಿತ ನೀರ ನೆರೆಳುದ ಸುತ್ತ ಮಾತೆರ್ಲಾ ದೀವೊಡು
It is also known as Gunda,ಅವೆನು ಗುಂಡ ಇಂದುದುಲಾ ಲೆಪ್ಪುವೆರು
"Grocery store, souvenir shop from 6: 00 to 12.30ರ.",ದಿನಸಿ ಮನಸ್ ಗ್ ಬೋಡಾಯಿನ ತೆನಸ್ ದ ಅಂಗಡಿ 6.00 ಗಂಟೆರ್ದ್ 12.30 ಮುಟ.
The direct meaning can be,ಸೀದ ಅರ್ಥ ಇಂಚ ಮಳ್ಪೊಲಿ
"Accordingly, the Beedi industry has been allowed to resume, the Assistant Commissioner of Labour said.",ನೆತ್ತ ಪ್ರಕಾರ ಬೀಡಿ ಉದ್ಯಮದ ಪುನರಾರಂಭಗ್ ಅವಕಾಶ ಕೊರ್ತೆರ್ ಪಂದ್ ಸಹಾಯಕ ಕಾರ್ಮಿಕ ಆಯುಕ್ತೆರ್ ತೆರಿಪಾದೆರ್ .
He was tied to a rope and hanged.,ಗೂಂಟೊಗು ಕಟ್ಟಿನ ಉಯ್ಯಾಲೆಡ್ ಕುಲ್ಲದ್ ಒಚ್ಚಿಯೆರ್
Akulu is quick at work,ಅಕುಲೆ ಚುರುಕುಡು ಬೇಲೆ ಮಲ್ಪುವೆ
It's cloudy then.,ಅಪಗ ಮುಗಲ್ ಮುಗಲ್ ತಾಂಟುಂಡು
While the car is on its way in the dark,ಕತ್ತಲೆದ ಪೊರ್ತುಗು ಗಾಡಿ ಮಾರ್ಗೊಡು ಪೋಂದುಪ್ಪುನಗ
"Agelu, where worship is done by lighting the lamp for Agni Tattva and keeping the lamp for Prithvi Tattva, again continues the Parva Seva Panch Tattva.",ಅಗ್ನಿ ತತ್ವಗ್ ದೀಪ ಪೊತ್ತಾದ್ ಪೃಥ್ವಿ ತತ್ವಗ್ ಗಂಧ ದೀದ್ ಆರಾಧನೆ ನಡಪುನ ಅಗೇಲ್ ಬೊಕ್ಕ ಪರ್ವ ಸೇವೆ ಪಂಚ ತತ್ವನ್ ದುಂಬರಿಸಾವುಂಡು
"In Tulunadu, at least in about eight hundred places, Chauthis are celebrated in public.",ತುಳುನಾಡ್ಡ್ ಕಡಿಮೆಡ್ ಕಮ್ಮಿಯಾಂಡಲಾ ಸುಮಾರ್ ಎಡ್ಮನೂದ್ ಕಡೆಟ್ ಸಾರ್ವಜನಿಕವಾದ್ ಚೌತಿ ಆಚರಣೆ ಮಲ್ಪುವೆರ್
Amar is friendly,ಅಮರೆ ಸ್ನೇಹಮಯಿಯಾದುಲ್ಲೆ
Abhinav is holding the pillar firmly,ಅಭಿನವನು ಕಂಬೊನು ಗಟ್ಟಿಯಾದ್ ಪತೊಂದೆನೆ
Nanjund needs to go out,ನಂಜುಡೆ ಪಿದಯಿ ಪೋಪಿನ ಅಗತ್ಯ ಉಂಡು
The work of the technical class,ತಾಂತ್ರಿಕ ವರ್ಗದ ಬೇಲೆ
Jogidottu gets the name Jumadi,ಒಂಜಿ ಜೋಗಿನ್ ಒರ್ತುದು
Ashwath is washing clothes,ಅಶ್ವಥೆ ಕುಂಟು ಅರ್ದೊಂದುಲ್ಲೆ
"So far, the ground has cooled, with water settling in the plains.",ಈತ್ನೆಟ ಬೈಲು ಕಂಡೊಲೆಡ್ ನೀರ್ ನಿಲೆ ಆದ್ ಪೊಡಮಿ ಸಂಪಾತುಂಡು
Nidheesh is shouting slogans,ನಿಧೀಶೆ ಘೋಷಣೆ ಪಾಡೊಂದುಲ್ಲೆ
"Also, the dol used to be served in the koragars",ಅತ್ತಂದೆ ಕೊರಗರೆಡ ಆ ಡೋಲು ಬೊಟ್ಟಾವೋಂದಿತ್ತೆರು
See the grant application here.,ಗ್ರಾಂಟ್‍ದ ಅರ್ಜಿನ್ ಮುಲ್ಪ ತೂಲೆ
It may have been known to the Tulu at that time.,ಅದಗಾ ತುಳುವೆರೆಗ್ ನೆತ್ತ ಪರಿಚಯ ಅದುಪ್ಪು
There are different varieties of bamboo in the pattern pattern.,ನಮೂನೆ ನಮೂನೆದ ಬೇತೆ ಬೇತೆ ತಳಿ ಬೆದುರು ಉಂಡು
satish is an actor,ಸತೀಶೆ ನಟೆಯಾತೆ
ajay is dancing,ಅಜಯೆ ನಲಿತೊಂದುಲ್ಲೆ
The idea of profit and loss is a practical fact of human nature.,ಲಾಭ ನಷ್ಟೊದ ಯೋಚನೆ ಮನುಷ್ಯನ ಸ್ವಭಾವೊ ಬ್ಯಾರೊದ ಸತ್ಯ
The flag hoisting takes place on the same day,ಕೊಡಿ ಏರಿನ ಪಗೆಲ್ಡೆ ನಡಪುಂಡು
The Arpita Wants,ಅರ್ಪಿತೆ  ಇಚ್ಚಿಸುವೆ
The gods have come with their backs,ಬೆರಿ ಪತ್ತೊಂದು ದೈವೊಲ್ ಬೈದೆರ್
"When immersed in water and pulled up, the pot is empty.",ನೀರ್‌ಗ್‌ ಮುರ್ಕಾದ್‌ ಮಿತ್ತ್‌ ಒಯಿಪುನಗ ಕೊಡಪನ ಕಾಲಿ
The fun has to go,ವಿನೋದೆ  ಪೋಡಾಪುಂಡು
Sudhanva drives the car,ಸುಧನ್ವೆ ಕಾರ್ ಬುಡ್ಪೆ
I still don't know the reason for the fight.,ಎಂಚ ಒರಿಂಡ್ ಲಡಾಯಿದ ಕಾರಣೊ ಇತ್ತೆಲಾ ಎಂಕು ಗೊತ್ತುಜ್ಜಿ
Mahesh lauds,ಮಹೇಶೆ  ಪುಗರೊಂದುಲ್ಲೆ
They have learned so much by listening to the elders.,ಆರ್ ಹಿರಿಯೆರ್ಡ ಕೇಂಡ್ ದ್ ಆತ್ ತೆರಿಯೋಂದೆರ್
"Writing his feet on the ground, he says that he is the father who called him lustful and brings a raw lie and describes it as the truth.",ಕಾರ್ ಡ್ ನೆಲಟ್ ಗೀರೊಂದು ಕಾಮದ ಗೊಬ್ಬುಗು ಲೆತ್ತೆ ಅಮ್ಮೆರೇಂದ್ ಪಜಿ ಪಜಿ ಕಳುನು ಕನತ್ ಸತ್ಯೊದಂಚನೇ ಪನ್ಪಲ್
"In addition, the weather outside the rug is hot.",ಅತ್ತವಾವಂದೆ ಕಂಬೊಳಿದ ಪಿದಯಿದ ವಾತಾವರಣೊದ ಬೆಚ್ಚ
It puts before us the story of all the original Nagas Nagabrahma.,ಉಂದು ಮಾತ ಮೂಲ ನಾಗನ ನಾಗಬೆರ್ಮನ ಕತೆನ್ ನಮ್ಮ ದುಂಬು ದೀಪುಂಡು
"If a girl is born after the birth of three boys, she becomes very loud like a snake.",ಮೂಜಿ ಆಣ್ ಪುಟ್ಟಿ ಬೊಕ್ಕ ಪೊಣ್ಣು ಪುಟ್ಟಿಯೊಲುಂಡ ಆಲ್ ಭಾರೀ ಜೋರುದಾಲ್ ಆಪೊಲು ಸೂರ್ಪನಖಿನಂಚ
Vikram has to go out.,ವಿಕ್ರಮನು ಪಿದಯಿ ಪೋಡಾಪುಂಡು
He has given food to a friend who came in the same chicken,ಅವ್ವೆ ಕೊರಿಡ್ ಬೈದಿ ಬಿನ್ನೆರೆಗ್ ವನಸ್ ಪಾರ್ದೆರ್
"Even at the time of death, there was a unique system like the Vedic system of rituals",ಸೈಯಿನಗಲಾ ವೈದಿಕ ವಿಧಿ ವಿದಾನದಂಚಿನ ವಿಶಿಷ್ಟವಾಯಿನ ಕ್ರಮ ಪಿರಾಕುಡು ಇತ್ತುಂಡು
Vihaan is driving,ವಿಹಾನೆ ಬುಡೊಂದುಲ್ಲೆ
The central government has instructed to vaccinate those above 18 years of age from May 1.,18 ವರ್ಷರ್ದ್ ಮಿತ್ತ್ ದಕ್ಲೆಗ್ ಮೇ 1 ತಾರೀಖ್ ರ್ದ್ ಲಸಿಕೆ ಕೊರಿಯರೆ ಕೇಂದ್ರ ಸರ್ಕಾರ ಸೂಚನೆ ಕೊರ್ತುಂಡು .
"According to them, they had to be covered with a blanket",ಪ್ರಕಾರೊ ಅಕ್ಲೆಕ್ಲೆಗ್ ಕಂಬೊಳಿ ಪೊದೆಪ್ಪೊಡ್
The mother who raised her on the lap of the mother was not in front,ಪೆದ್ದುದು ಮಟ್ಟೆಲುಡ್ ಪಾಡುದ್ ಮಲ್ಲೆ ಮಲ್ತಿನ ಅಪ್ಪೆಲಾ ಎದುರು ಇಜ್ಜಂಡು
The sandalwood flower is distributed by putting it in its buds.,ಗಂಧ ಪುರ್ಪೊನು ನೆತ್ತ ಇರೆಟು ಪಾಡ್ಡು ಪಟ್ಟುವೆರು
It is called jackfruit barot.,ಉಂದೆಕು ಪೆಲಕ್ಕಾಯಿ ಬರಟ್ನೋವು ಇಂದುದು ಪಣ್ಪೆರು
Vikram is soaking in the rain,ವಿಕ್ರಮನು ಬರ್ಸೊಗು ನನೆವೊಂದುಲ್ಲೆ
The king is watching,ರಾಜೆ  ಗಮನಿಸೊಂದುಲ್ಲೆ
Handicrafts like Tadpe Soup Basket Blowing Flute are made of bamboo.,ತಡ್ಪೆ ಸೂಪು ಬಟ್ಟಿ ವುರಿಪುನ ಕೊಳಲು ಇಂಚಿನ ಕರಕುಶಲ ವಸ್ತುಲು ಬೆದುರುಡೆ ಅಪಿನವು
"Seeing the tiger, Ramesh started beating his chest.",ಪಿಲಿನ್ ತೂದ್ ರಮೇಶನ ತಿಗಲೆ ಗುದ್ದೆರೆ ಸುರು ಆಂಡ್
He was following in my footsteps.,ಇಂಚಿಂಚಿಗ್ಲಾ ತನ್ನ ಪಜ್ಜೆದ ಮಿತ್ತ್ ಪಜ್ಜೆ ದೀದ್ ಬೆರಿಯೆ ಬರ್ಪಿ
"At that time, it was rare for us to see the law of the gods.",ಅದಗ ದೈವೊಲೆನ ನೇಮ ನಮ ತೂಪೆದುನನೆ ಅಪರೂಪ
Lamb is not a lamb in the form of a stick.,ಲಾಂಬು ಪಂಡ ಅನಬೆ ಉಂದು ಕೊಡೆತ್ತ್ ರೂಪದ ಲಾಂಬು ಅತ್ತ್
The juice of the cauliflower is released to cleanse the eyes.,ಗುದ್ದುದು ಅಯಿತ ರಸನ್ ಕಣ್ನ್ಗ್ ಬುಡ್ಪೆರ್
They go out in the village in the garb of Karangolu.,ಕರಂಗೋಲುದ ಆಚರಣೆ ಬುಕ್ಕೊ ನಲಿಕೆ ಸಂಪೊಲಿಪುಲೆ
amit is eating sweets,ಅಮಿತೆ ಚೀಪೆ ತಿನ್ನೊಂದುಲ್ಲೆ
Don't stop singing,ಪದ ಪನ್ಪುನ ಉಂತವೊಚ್ಚಿ
"Udupi District Superintendent of Police SP Vishnuvardhan informed that a total of 32 checkpoints have been constructed in the border area of the district connecting the inter-district on eight sides including Shirur, Hejamadi, Hebri, Kollur, Karkala, Mala, Belman and at different places including Udupi.","ಶಿರೂರು, ಹೆಜಮಾಡಿ, ಹೆಬ್ರಿ, ಕೊಲ್ಲೂರು, ಕಾರ್ಕಳ ಮಾಳ, ಬೆಳ್ಮಣ್ ಸೇರಿನಂಚ ಎಂಟು ಕಡೆಟ್ ಅಂತರ್ ಜಿಲ್ಲೆನ್ ಸಂಪರ್ಕಿಸಾವುನ ಜಿಲ್ಲೆದ ಗಡಿ ಪ್ರದೇಶಡ್ ಬೊಕ್ಕ ಒಡಿಪು ಸೇರಿನoಚ ಬೇತೆ ಬೇತೆ ಕಡೆಟ್ ಒಟ್ಟು 32 ಚೆಕ್‌ಪೋಸ್ಟ್‌ಲೆನ್ ನಿರ್ಮಾಣ ಮಲ್ದೆರ್ ಪಂದ್ ಒಡಿಪು ಜಿಲ್ಲಾ ಪೊಲೀಸ್ ಅಧೀಕ್ಷಕ ಎಸ್ಪಿ ವಿಷ್ಣು ವರ್ಧನ್ ತೆರಿಪಾದೆರ್ ."
Manohar is the charioteer,ಮನೋಹರೆ ಸಾರಥಿಯಾತೆ
Vikram is cheering,ವಿಕ್ರಮನು ಹುರಿದುಂಬಿಸಾವೊಂದುಲ್ಲೆ
Gaurish makes a fuss,ಗೌರೀಶೆ ಉಪದ್ರ ಮಲ್ಪುವೆ
Indra Is Flowing The Paper,ಇಂದ್ರೆ ಕಾಕಜಿನ್ ಪರ್ತೊಂದುಲ್ಲೆ
Vishwanath laughs,ವಿಶ್ವನಾಥೆ ತೆಲಿಪುವೆ
When a stone is struck by a sword while cutting a leaf,ತಪ್ಪು ಪಿರೇನಗ ಒಂಜಿ ಕಲ್ಲ್ ಗ್ ಕತ್ತಿ ತಾಗ್ ದಾನಗ
Gemini is traveling,ವಿಥುನೆ  ಪ್ರಯಾಣ-ಮಲ್ತೊಂದುಲ್ಲೆ
"In doing so, it is possible to advance the clan business.",ಅಪಗಾಂಡ ಅವೆನ್ ದುಂಬು ಕೊನೊವರೆ ಸಾಧ್ಯ
Answer the questions given here in detail.,ಮುಲ್ಪ ಕೊರ್ತಿನ ಸವಾಲ್‌ಲೆಗ್‌ ಪಿವರಿಸಾದ್‌ ಜವಾಖು ಕೊರ್ಲೆ
Vijay blames,ವಿಜಯೆ  ದೂಷಣೆ-ಮಲ್ಪುವೆ
Varuna is praising,ವರುಣೆ  ಪುಗರೊಂದುಲ್ಲೆ
Achintya is friendly,ಅಚಿಂತ್ಯೆ ಸ್ನೇಹಮಯಿಯಾದುಲ್ಲೆ
Caitanya is annoying,ಚೈತನ್ಯೆ ಕಿರಿಕಿರಿ-ಮಲ್ಪುವೆ
Teach a fitting lesson to King Bhairava of Nichana,ನೀಚೆ ಬೈರವರಸುಗು ತಕ್ಕ ಪಾಟ ಕಲ್ಪಾದ್
The Believer Arguments,ವಿಶ್ವಾಸೆ ವಾದ-ಮಲ್ಪುವೆ
Vinayak is looking outside,ವಿನಾಯಕೆ ಪಿದಯಿ ತೂವೊಂದುಲ್ಲೆ
Varuna is playing,ವರುಣೆ ಪನೊಂದುಲ್ಲೆ
Ashadha's specialty is fishing in the kite on the side of the stream.,ತೋಡು ಕೈಯಲೆಡ್ ಕೂಜೆ ಮಕ್ಕೆರಿಡ್ ಮಿನ್ ಪತ್ತುನವು ಆಟಿದ ಇಸೇಸ
Social activist-businessman Suresh Shetty Ardi said that Dr. Udupi is well known for his low-cost service to the people of rural areas in difficult circumstances like Covid.,"ಸಾಮಾಜಿಕ ಕಾರ್ಯಕರ್ತ ಉದ್ಯಮಿ ಸುರೇಶ್ ಶೆಟ್ಟಿ ಆರ್ಡಿ ಪಾತೆರ್ದ್ , ‘ಕೋವಿಡ್‌ದಂಚಿನ ಸಂಕಷ್ಟ ಪರಿಸ್ಥಿತಿಡ್ ಗ್ರಾಮೀಣ ಭಾಗದ ಜನಕ್ಲೆಗ್ ಕಡಿಮೆ ಖರ್ಚ್ ಡ್ ಸೇವೆ ಕೊರ್ಪಿನ ಮುಖೇನ ಡಾ. ಉಡುಪ ಮೇರ್ ಜನಮನ್ನಣೆಗ್ ಪಾತ್ರರಾತೆರ್."
"As the days pass, Beera's tenacity begins to take birth as Satyamurti.",ದಿನೊಕುಲು ಕರಿನಂಚ ಬೀರನ ತನ್ಮಯತೆ ಸತ್ಯಮೂರ್ತಿಯಾದ್ ಜಲ್ಮೊ ಪಡೆವೊಂದಿತ್ತುಂಡ್
Achyuta writes,ಅಚ್ಯುತೆ  ಬರೆಪೆ
